时间(s),电容(F),品质因素(Q)
14.961,2.48075e-11,144.609
15.041,2.19247e-11,111.22
15.121,2.1929e-11,104.688
15.201,2.54499e-11,149.07
15.281,2.26406e-11,146.62
15.361,2.17256e-11,107.398
15.441,2.51672e-11,127.942
15.521,2.48234e-11,137.808
15.601,2.18068e-11,115.596
15.681,2.47776e-11,139.301
15.7611,2.52977e-11,139.233
15.8411,2.19225e-11,141.731
15.9211,2.18739e-11,104.388
16.0011,2.50466e-11,137.441
16.0811,2.40334e-11,142.403
16.1611,2.17542e-11,127.573
16.2411,2.45923e-11,119.314
16.3211,2.50067e-11,131.997
16.4011,2.18131e-11,145.568
16.4811,2.37568e-11,112.241
16.5611,2.46193e-11,122.162
16.6411,2.20561e-11,123.62
16.7211,2.17167e-11,107.69
16.8011,2.51053e-11,152.293
16.8811,2.3512e-11,132.272
16.9611,2.17366e-11,105.253
17.0411,2.45839e-11,136.327
17.1211,2.49307e-11,131.139
17.2011,2.18208e-11,103.51
17.2812,2.21345e-11,107.773
17.3612,2.45328e-11,97.9709
17.4412,2.20889e-11,130.322
17.5212,2.17072e-11,138.107
17.6012,2.48816e-11,112.339
17.6812,2.40865e-11,154.438
17.7612,2.17489e-11,124.207
17.8412,2.48843e-11,119.317
17.9212,2.47525e-11,160.608
18.0012,2.19146e-11,126.469
18.0812,2.26184e-11,103.262
18.1612,2.45341e-11,128.783
18.2412,2.24242e-11,108.133
18.3212,2.17164e-11,147.016
18.4012,2.50892e-11,137.177
18.4812,2.51306e-11,164.844
18.5612,2.18032e-11,109.14
18.6412,2.44225e-11,129.845
18.7212,2.42184e-11,124.983
18.8013,2.1943e-11,136.314
18.8813,2.20019e-11,111.554
18.9613,2.53198e-11,135.857
19.0413,2.41615e-11,109.291
19.1213,2.17419e-11,137.326
19.2013,2.49287e-11,121.019
19.2813,2.51597e-11,166.974
19.3613,2.1773e-11,115.835
19.4413,2.46176e-11,117.051
19.5213,2.46079e-11,166.06
19.6013,2.18855e-11,108.928
19.6813,2.19306e-11,130.917
19.7613,2.49556e-11,113.326
19.8413,2.41583e-11,155.95
19.9213,2.17429e-11,132.755
20.0013,2.46424e-11,155.034
20.0813,2.49713e-11,117.032
20.1613,2.18511e-11,105.968
20.2413,2.42925e-11,151.945
20.3214,2.45474e-11,143.241
20.4014,2.19815e-11,126.133
20.4814,2.14629e-11,101.394
20.5614,2.50937e-11,111.353
20.6414,2.4094e-11,105.447
20.7214,2.17475e-11,127.055
20.8014,2.49075e-11,127.299
20.8814,2.47577e-11,143
20.9614,2.17938e-11,140.962
21.0414,2.42896e-11,146.476
21.1214,2.45239e-11,126.134
21.2014,2.19185e-11,119.296
21.2814,2.16306e-11,111.794
21.3614,2.51463e-11,126.35
21.4414,2.38211e-11,122.94
21.5214,2.17074e-11,116.371
21.6014,2.49026e-11,124.571
21.6814,2.47196e-11,119.07
21.7615,2.1801e-11,101.428
21.8415,2.39343e-11,147.093
21.9215,2.41289e-11,144.176
22.0015,2.1939e-11,105.746
22.0815,2.17549e-11,129.317
22.1615,2.52579e-11,149.174
22.2415,2.43035e-11,166.957
22.3215,2.17492e-11,140.687
22.4015,2.48459e-11,153.491
22.4815,2.46858e-11,115.323
22.5615,2.18796e-11,108.447
22.6415,2.26364e-11,128.312
22.7215,2.39385e-11,167.127
22.8015,2.20507e-11,127.53
22.8815,2.16018e-11,134.904
22.9615,2.4953e-11,149.852
23.0415,2.42094e-11,140.696
23.1215,2.17631e-11,133.828
23.2015,2.45373e-11,128.018
23.2816,2.48646e-11,153.625
23.3616,2.18184e-11,108.582
23.4416,2.30937e-11,216.426
23.5216,2.4437e-11,140.27
23.6016,2.22143e-11,144.498
23.6816,2.16888e-11,123.644
23.7616,2.48403e-11,123.679
